DisplayName,Enabled,SamAccountName,UserPrincipalName,Department,Path,GivenName,Surname,Title,City,Company,Country
Ryan Mustafa,TRUE,RyanM,RyanM@contoso.local,,"CN=Users,DC=contoso,DC=local",Ryan,Mustafa,Publicity expert,Tel Aviv,contoso.local,IL
Brian Triplett,TRUE,BrianT,BrianT@contoso.local,,"CN=Users,DC=contoso,DC=local",Brian,Triplett,Pesticide sprayer,Tel Aviv,contoso.local,IL
Kenton Johnson,TRUE,KentonJ,KentonJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Kenton,Johnson,Ophthalmic laboratory technician,Tel Aviv,contoso.local,IL
Tyler Quintanilla,TRUE,TylerQ,TylerQ@contoso.local,,"CN=Users,DC=contoso,DC=local",Tyler,Quintanilla,Corporate trainer,Tel Aviv,contoso.local,IL
Edward Crews,TRUE,EdwardC,EdwardC@contoso.local,,"CN=Users,DC=contoso,DC=local",Edward,Crews,Product promoter,Tel Aviv,contoso.local,IL
Melissa McNinch,TRUE,MelissaM,MelissaM@contoso.local,,"CN=Users,DC=contoso,DC=local",Melissa,McNinch,Telecommunications line installer,Tel Aviv,contoso.local,IL
Mary Smith,TRUE,MaryS,MaryS@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Smith,Layout artist,Tel Aviv,contoso.local,IL
Perry Strickland,TRUE,PerryS,PerryS@contoso.local,,"CN=Users,DC=contoso,DC=local",Perry,Strickland,Gas pumping station operator,Tel Aviv,contoso.local,IL
Tonya Holland,TRUE,TonyaH,TonyaH@contoso.local,,"CN=Users,DC=contoso,DC=local",Tonya,Holland,Stock clerk,Tel Aviv,contoso.local,IL
Dennis Lacy,TRUE,DennisL,DennisL@contoso.local,,"CN=Users,DC=contoso,DC=local",Dennis,Lacy,Genetics nurse,Tel Aviv,contoso.local,IL
Daniel Thomas,TRUE,DanielT,DanielT@contoso.local,,"CN=Users,DC=contoso,DC=local",Daniel,Thomas,Mechanical door repairer,Tel Aviv,contoso.local,IL
Ann Crider,TRUE,AnnC,AnnC@contoso.local,,"CN=Users,DC=contoso,DC=local",Ann,Crider,Creative writer,Tel Aviv,contoso.local,IL
Theodore Gunn,TRUE,TheodoreG,TheodoreG@contoso.local,,"CN=Users,DC=contoso,DC=local",Theodore,Gunn,Secondary school teacher,Tel Aviv,contoso.local,IL
Sarah Arvidson,TRUE,SarahA,SarahA@contoso.local,,"CN=Users,DC=contoso,DC=local",Sarah,Arvidson,Merchant marine sailor,Tel Aviv,contoso.local,IL
Patrick Taylor,TRUE,PatrickT,PatrickT@contoso.local,,"CN=Users,DC=contoso,DC=local",Patrick,Taylor,Homeowner association manager,Tel Aviv,contoso.local,IL
Amanda Tate,TRUE,AmandaT,AmandaT@contoso.local,,"CN=Users,DC=contoso,DC=local",Amanda,Tate,Placement specialist,Tel Aviv,contoso.local,IL
Mary Reed,TRUE,MaryR,MaryR@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Reed,Transmission rebuilder,Tel Aviv,contoso.local,IL
Lillie Dell,TRUE,LillieD,LillieD@contoso.local,,"CN=Users,DC=contoso,DC=local",Lillie,Dell,Sauce cook,Tel Aviv,contoso.local,IL
Robert Jones,TRUE,RobertJ,RobertJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Robert,Jones,Air-conditioning mechanic,Tel Aviv,contoso.local,IL
Allen Lewis,TRUE,AllenL,AllenL@contoso.local,,"CN=Users,DC=contoso,DC=local",Allen,Lewis,Employee benefits specialist,Tel Aviv,contoso.local,IL
Martha Woods,TRUE,MarthaW,MarthaW@contoso.local,,"CN=Users,DC=contoso,DC=local",Martha,Woods,Labor economist,Tel Aviv,contoso.local,IL
Eva Sylvester,TRUE,EvaS,EvaS@contoso.local,,"CN=Users,DC=contoso,DC=local",Eva,Sylvester,Carpet installer,Tel Aviv,contoso.local,IL
Irene Dunston,TRUE,IreneD,IreneD@contoso.local,,"CN=Users,DC=contoso,DC=local",Irene,Dunston,Vice president,Tel Aviv,contoso.local,IL
Corrie Cook,TRUE,CorrieC,CorrieC@contoso.local,,"CN=Users,DC=contoso,DC=local",Corrie,Cook,Clinical psychologist,Tel Aviv,contoso.local,IL
Elden Pride,TRUE,EldenP,EldenP@contoso.local,,"CN=Users,DC=contoso,DC=local",Elden,Pride,Anthropologist,Tel Aviv,contoso.local,IL
Jack Harmon,TRUE,JackH,JackH@contoso.local,,"CN=Users,DC=contoso,DC=local",Jack,Harmon,Septic tank servicer,Tel Aviv,contoso.local,IL
Victor Ware,TRUE,VictorW,VictorW@contoso.local,,"CN=Users,DC=contoso,DC=local",Victor,Ware,Food batchmaker,Tel Aviv,contoso.local,IL
Maureen Fralick,TRUE,MaureenF,MaureenF@contoso.local,,"CN=Users,DC=contoso,DC=local",Maureen,Fralick,Occupational social worker,Tel Aviv,contoso.local,IL
Mary Koski,TRUE,MaryK,MaryK@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Koski,Mathematical statistician,Tel Aviv,contoso.local,IL
Reginald Justice,TRUE,ReginaldJ,ReginaldJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Reginald,Justice,Power plant mechanic,Tel Aviv,contoso.local,IL
Jose Moore,TRUE,JoseM,JoseM@contoso.local,,"CN=Users,DC=contoso,DC=local",Jose,Moore,Mental health aide,Tel Aviv,contoso.local,IL
Chrystal Joseph,TRUE,ChrystalJ,ChrystalJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Chrystal,Joseph,Management information systems director,Tel Aviv,contoso.local,IL
Ramiro Nelson,TRUE,RamiroN,RamiroN@contoso.local,,"CN=Users,DC=contoso,DC=local",Ramiro,Nelson,Line installer,Tel Aviv,contoso.local,IL
Linda Ballard,TRUE,LindaB,LindaB@contoso.local,,"CN=Users,DC=contoso,DC=local",Linda,Ballard,Collector,Tel Aviv,contoso.local,IL
Clarence Heeter,TRUE,ClarenceH,ClarenceH@contoso.local,,"CN=Users,DC=contoso,DC=local",Clarence,Heeter,Telecommunications specialist,Tel Aviv,contoso.local,IL
Mae Lee,TRUE,MaeL,MaeL@contoso.local,,"CN=Users,DC=contoso,DC=local",Mae,Lee,Engine and other machine assembler,Tel Aviv,contoso.local,IL
William Peterson,TRUE,WilliamP,WilliamP@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Peterson,Bench technician,Tel Aviv,contoso.local,IL
Willis Vega,TRUE,WillisV,WillisV@contoso.local,,"CN=Users,DC=contoso,DC=local",Willis,Vega,Scientific photographer,Tel Aviv,contoso.local,IL
Connie Moore,TRUE,ConnieM,ConnieM@contoso.local,,"CN=Users,DC=contoso,DC=local",Connie,Moore,Public relations coordinator,Tel Aviv,contoso.local,IL
Alma Rieke,TRUE,AlmaR,AlmaR@contoso.local,,"CN=Users,DC=contoso,DC=local",Alma,Rieke,New accounts clerk,Tel Aviv,contoso.local,IL
Robert Whitehead,TRUE,RobertW,RobertW@contoso.local,,"CN=Users,DC=contoso,DC=local",Robert,Whitehead,Medical doctor,Tel Aviv,contoso.local,IL
Jeffrey Jackson,TRUE,JeffreyJ,JeffreyJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Jeffrey,Jackson,Securities analyst,Tel Aviv,contoso.local,IL
Gary Lowder,TRUE,GaryL,GaryL@contoso.local,,"CN=Users,DC=contoso,DC=local",Gary,Lowder,Construction inspector,Tel Aviv,contoso.local,IL
Dolores Philip,TRUE,DoloresP,DoloresP@contoso.local,,"CN=Users,DC=contoso,DC=local",Dolores,Philip,Counseling psychologist,Tel Aviv,contoso.local,IL
Willie Lewis,TRUE,WillieL,WillieL@contoso.local,,"CN=Users,DC=contoso,DC=local",Willie,Lewis,Shampooer,Tel Aviv,contoso.local,IL
Pamela North,TRUE,PamelaN,PamelaN@contoso.local,,"CN=Users,DC=contoso,DC=local",Pamela,North,Broadcast field supervisor,Tel Aviv,contoso.local,IL
Jerry Smith,TRUE,JerryS,JerryS@contoso.local,,"CN=Users,DC=contoso,DC=local",Jerry,Smith,Photographic processing machine operator,Tel Aviv,contoso.local,IL
Jeff Scribner,TRUE,JeffS,JeffS@contoso.local,,"CN=Users,DC=contoso,DC=local",Jeff,Scribner,Trash collector,Tel Aviv,contoso.local,IL
Lorene Bonk,TRUE,LoreneB,LoreneB@contoso.local,,"CN=Users,DC=contoso,DC=local",Lorene,Bonk,Image consultant,Tel Aviv,contoso.local,IL
Jose Jensen,TRUE,JoseJ,JoseJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Jose,Jensen,Dancer,Tel Aviv,contoso.local,IL
Leanne Lowery,TRUE,LeanneL,LeanneL@contoso.local,,"CN=Users,DC=contoso,DC=local",Leanne,Lowery,Rodbuster,Tel Aviv,contoso.local,IL
Andrea Tovar,TRUE,AndreaT,AndreaT@contoso.local,,"CN=Users,DC=contoso,DC=local",Andrea,Tovar,Microbiologist,Tel Aviv,contoso.local,IL
Victoria Bolton,TRUE,VictoriaB,VictoriaB@contoso.local,,"CN=Users,DC=contoso,DC=local",Victoria,Bolton,Telecommunications line installer,Tel Aviv,contoso.local,IL
Shelley Rodriguez,TRUE,ShelleyR,ShelleyR@contoso.local,,"CN=Users,DC=contoso,DC=local",Shelley,Rodriguez,Streetcar operator,Tel Aviv,contoso.local,IL
Gwendolyn Roseberry,TRUE,GwendolynR,GwendolynR@contoso.local,,"CN=Users,DC=contoso,DC=local",Gwendolyn,Roseberry,Recreational therapist,Tel Aviv,contoso.local,IL
Marvin Thomas,TRUE,MarvinT,MarvinT@contoso.local,,"CN=Users,DC=contoso,DC=local",Marvin,Thomas,Hearing officer,Tel Aviv,contoso.local,IL
George Rodgers,TRUE,GeorgeR,GeorgeR@contoso.local,,"CN=Users,DC=contoso,DC=local",George,Rodgers,Administrative office assistant,Tel Aviv,contoso.local,IL
Brenda Katz,TRUE,BrendaK,BrendaK@contoso.local,,"CN=Users,DC=contoso,DC=local",Brenda,Katz,Religious activities and education director,Tel Aviv,contoso.local,IL
Michelle McClain,TRUE,MichelleM,MichelleM@contoso.local,,"CN=Users,DC=contoso,DC=local",Michelle,McClain,Brokerage clerk,Tel Aviv,contoso.local,IL
Wayne Johnson,TRUE,WayneJ,WayneJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Wayne,Johnson,Webmaster,Tel Aviv,contoso.local,IL
Roxana Martin,TRUE,RoxanaM,RoxanaM@contoso.local,,"CN=Users,DC=contoso,DC=local",Roxana,Martin,Locksmith,Tel Aviv,contoso.local,IL
George Jimenez,TRUE,GeorgeJ,GeorgeJ@contoso.local,,"CN=Users,DC=contoso,DC=local",George,Jimenez,Musical instrument tuner,Tel Aviv,contoso.local,IL
Grace Smith,TRUE,GraceS,GraceS@contoso.local,,"CN=Users,DC=contoso,DC=local",Grace,Smith,Laboratory animal technologist,Tel Aviv,contoso.local,IL
Edward Wright,TRUE,EdwardW,EdwardW@contoso.local,,"CN=Users,DC=contoso,DC=local",Edward,Wright,Mariner,Tel Aviv,contoso.local,IL
Michael Thorpe,TRUE,MichaelT,MichaelT@contoso.local,,"CN=Users,DC=contoso,DC=local",Michael,Thorpe,Auditing clerk,Tel Aviv,contoso.local,IL
Ian Phillips,TRUE,IanP,IanP@contoso.local,,"CN=Users,DC=contoso,DC=local",Ian,Phillips,Gaming change person,Tel Aviv,contoso.local,IL
Maria Curry,TRUE,MariaC,MariaC@contoso.local,,"CN=Users,DC=contoso,DC=local",Maria,Curry,Job development specialist,Tel Aviv,contoso.local,IL
Cynthia Janssen,TRUE,CynthiaJ,CynthiaJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Cynthia,Janssen,Benefits clerk,Tel Aviv,contoso.local,IL
Jorge Gibson,TRUE,JorgeG,JorgeG@contoso.local,,"CN=Users,DC=contoso,DC=local",Jorge,Gibson,Mail processing machine operator,Tel Aviv,contoso.local,IL
Linda Shank,TRUE,LindaS,LindaS@contoso.local,,"CN=Users,DC=contoso,DC=local",Linda,Shank,Clinical dietitian,Tel Aviv,contoso.local,IL
Alyssa Clark,TRUE,AlyssaC,AlyssaC@contoso.local,,"CN=Users,DC=contoso,DC=local",Alyssa,Clark,Fabric mender,Tel Aviv,contoso.local,IL
Vicky Johnson,TRUE,VickyJ,VickyJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Vicky,Johnson,Forest fire prevention specialist,Tel Aviv,contoso.local,IL
Lillian Egan,TRUE,LillianE,LillianE@contoso.local,,"CN=Users,DC=contoso,DC=local",Lillian,Egan,Silversmith,Tel Aviv,contoso.local,IL
Eileen Artrip,TRUE,EileenA,EileenA@contoso.local,,"CN=Users,DC=contoso,DC=local",Eileen,Artrip,Market research analyst,Tel Aviv,contoso.local,IL
Tasha Peterman,TRUE,TashaP,TashaP@contoso.local,,"CN=Users,DC=contoso,DC=local",Tasha,Peterman,Cleaner,Tel Aviv,contoso.local,IL
Allen Mathew,TRUE,AllenM,AllenM@contoso.local,,"CN=Users,DC=contoso,DC=local",Allen,Mathew,Typist,Tel Aviv,contoso.local,IL
Gladys Riley,TRUE,GladysR,GladysR@contoso.local,,"CN=Users,DC=contoso,DC=local",Gladys,Riley,Fire inspector,Tel Aviv,contoso.local,IL
William Turner,TRUE,WilliamT,WilliamT@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Turner,Tour guide,Tel Aviv,contoso.local,IL
Jill Smith,TRUE,JillS,JillS@contoso.local,,"CN=Users,DC=contoso,DC=local",Jill,Smith,Organizational development consultant,Tel Aviv,contoso.local,IL
Ethan Ward,TRUE,EthanW,EthanW@contoso.local,,"CN=Users,DC=contoso,DC=local",Ethan,Ward,Traffic technician,Tel Aviv,contoso.local,IL
Christine Berlin,TRUE,ChristineB,ChristineB@contoso.local,,"CN=Users,DC=contoso,DC=local",Christine,Berlin,Conciliator,Tel Aviv,contoso.local,IL
Christopher McLaughlin,TRUE,ChristopherM,ChristopherM@contoso.local,,"CN=Users,DC=contoso,DC=local",Christopher,McLaughlin,Recruiter,Tel Aviv,contoso.local,IL
Sarah Beekman,TRUE,SarahB,SarahB@contoso.local,,"CN=Users,DC=contoso,DC=local",Sarah,Beekman,Staff development specialist,Tel Aviv,contoso.local,IL
Jonathan Davila,TRUE,JonathanD,JonathanD@contoso.local,,"CN=Users,DC=contoso,DC=local",Jonathan,Davila,Creative writer,Tel Aviv,contoso.local,IL
Sandra Reyes,TRUE,SandraR,SandraR@contoso.local,,"CN=Users,DC=contoso,DC=local",Sandra,Reyes,Career-technical teacher,Tel Aviv,contoso.local,IL
Sharilyn Vadnais,TRUE,SharilynV,SharilynV@contoso.local,,"CN=Users,DC=contoso,DC=local",Sharilyn,Vadnais,Concrete finisher,Tel Aviv,contoso.local,IL
Steve Lowery,TRUE,SteveL,SteveL@contoso.local,,"CN=Users,DC=contoso,DC=local",Steve,Lowery,Airport service agent,Tel Aviv,contoso.local,IL
Lorraine Straka,TRUE,LorraineS,LorraineS@contoso.local,,"CN=Users,DC=contoso,DC=local",Lorraine,Straka,Sewer pipe cleaner,Tel Aviv,contoso.local,IL
Ralph Smith,TRUE,RalphS,RalphS@contoso.local,,"CN=Users,DC=contoso,DC=local",Ralph,Smith,Accounts payable clerk,Tel Aviv,contoso.local,IL
Charles Grimmett,TRUE,CharlesG,CharlesG@contoso.local,,"CN=Users,DC=contoso,DC=local",Charles,Grimmett,Personal attendant,Tel Aviv,contoso.local,IL
Rhonda Marroquin,TRUE,RhondaM,RhondaM@contoso.local,,"CN=Users,DC=contoso,DC=local",Rhonda,Marroquin,Heat treating equipment operator,Tel Aviv,contoso.local,IL
Nina Jones,TRUE,NinaJ,NinaJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Nina,Jones,Industrial accountant,Tel Aviv,contoso.local,IL
Chad Mason,TRUE,ChadM,ChadM@contoso.local,,"CN=Users,DC=contoso,DC=local",Chad,Mason,Agricultural product grader,Tel Aviv,contoso.local,IL
Elizabeth Lawyer,TRUE,ElizabethL,ElizabethL@contoso.local,,"CN=Users,DC=contoso,DC=local",Elizabeth,Lawyer,Food batchmaker,Tel Aviv,contoso.local,IL
Edie Aikin,TRUE,EdieA,EdieA@contoso.local,,"CN=Users,DC=contoso,DC=local",Edie,Aikin,Cooling and freezing equipment operator,Tel Aviv,contoso.local,IL
Tiffany Abbott,TRUE,TiffanyA,TiffanyA@contoso.local,,"CN=Users,DC=contoso,DC=local",Tiffany,Abbott,Military occupation,Tel Aviv,contoso.local,IL
Diane Stewart,TRUE,DianeS,DianeS@contoso.local,,"CN=Users,DC=contoso,DC=local",Diane,Stewart,Real-time captioner,Tel Aviv,contoso.local,IL
Mark Neves,TRUE,MarkN,MarkN@contoso.local,,"CN=Users,DC=contoso,DC=local",Mark,Neves,Ratings analyst,Tel Aviv,contoso.local,IL
Wilbur Harris,TRUE,WilburH,WilburH@contoso.local,,"CN=Users,DC=contoso,DC=local",Wilbur,Harris,Clerk,Tel Aviv,contoso.local,IL
Shawn Brooks,TRUE,ShawnB,ShawnB@contoso.local,,"CN=Users,DC=contoso,DC=local",Shawn,Brooks,Technical education teacher,Tel Aviv,contoso.local,IL
Karen Edwards,TRUE,KarenE,KarenE@contoso.local,,"CN=Users,DC=contoso,DC=local",Karen,Edwards,Real estate agent,Tel Aviv,contoso.local,IL
Carol Bancroft,TRUE,CarolB,CarolB@contoso.local,,"CN=Users,DC=contoso,DC=local",Carol,Bancroft,Edition binding worker,Tel Aviv,contoso.local,IL
Marjorie Maupin,TRUE,MarjorieM,MarjorieM@contoso.local,,"CN=Users,DC=contoso,DC=local",Marjorie,Maupin,Power transformer repairer,Tel Aviv,contoso.local,IL
Eugene Brown,TRUE,EugeneB,EugeneB@contoso.local,,"CN=Users,DC=contoso,DC=local",Eugene,Brown,Dance captain,Tel Aviv,contoso.local,IL
Rebecca Vallo,TRUE,RebeccaV,RebeccaV@contoso.local,,"CN=Users,DC=contoso,DC=local",Rebecca,Vallo,Tow truck dispatcher,Tel Aviv,contoso.local,IL
Kathy Silver,TRUE,KathyS,KathyS@contoso.local,,"CN=Users,DC=contoso,DC=local",Kathy,Silver,Sports instructor,Tel Aviv,contoso.local,IL
John Hoekstra,TRUE,JohnH,JohnH@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Hoekstra,Sales clerk,Tel Aviv,contoso.local,IL
Kayla Lowe,TRUE,KaylaL,KaylaL@contoso.local,,"CN=Users,DC=contoso,DC=local",Kayla,Lowe,Housing manager,Tel Aviv,contoso.local,IL
Soledad Anzalone,TRUE,SoledadA,SoledadA@contoso.local,,"CN=Users,DC=contoso,DC=local",Soledad,Anzalone,Office and administrative support worker supervisor,Tel Aviv,contoso.local,IL
Jesus Harris,TRUE,JesusH,JesusH@contoso.local,,"CN=Users,DC=contoso,DC=local",Jesus,Harris,Film and video editor,Tel Aviv,contoso.local,IL
Karen Eaton,TRUE,KarenE,KarenE@contoso.local,,"CN=Users,DC=contoso,DC=local",Karen,Eaton,Payroll bookkeeper,Tel Aviv,contoso.local,IL
Donald Williamson,TRUE,DonaldW,DonaldW@contoso.local,,"CN=Users,DC=contoso,DC=local",Donald,Williamson,Forest fire prevention specialist,Tel Aviv,contoso.local,IL
Phyllis Mingo,TRUE,PhyllisM,PhyllisM@contoso.local,,"CN=Users,DC=contoso,DC=local",Phyllis,Mingo,Personnel officer,Tel Aviv,contoso.local,IL
Mario Carmichael,TRUE,MarioC,MarioC@contoso.local,,"CN=Users,DC=contoso,DC=local",Mario,Carmichael,Closing agent,Tel Aviv,contoso.local,IL
Laurie Hansen,TRUE,LaurieH,LaurieH@contoso.local,,"CN=Users,DC=contoso,DC=local",Laurie,Hansen,Medical secretary,Tel Aviv,contoso.local,IL
Shirley Elkins,TRUE,ShirleyE,ShirleyE@contoso.local,,"CN=Users,DC=contoso,DC=local",Shirley,Elkins,Remedial education teacher,Tel Aviv,contoso.local,IL
Elias Cook,TRUE,EliasC,EliasC@contoso.local,,"CN=Users,DC=contoso,DC=local",Elias,Cook,Criminal lawyer,Tel Aviv,contoso.local,IL
Jeffrey Watts,TRUE,JeffreyW,JeffreyW@contoso.local,,"CN=Users,DC=contoso,DC=local",Jeffrey,Watts,Pharmacy technician,Tel Aviv,contoso.local,IL
William Marion,TRUE,WilliamM,WilliamM@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Marion,Food service manager,Tel Aviv,contoso.local,IL
Scott Pelkey,TRUE,ScottP,ScottP@contoso.local,,"CN=Users,DC=contoso,DC=local",Scott,Pelkey,Secretary,Tel Aviv,contoso.local,IL
Brian Clemons,TRUE,BrianC,BrianC@contoso.local,,"CN=Users,DC=contoso,DC=local",Brian,Clemons,Bibliographer,Tel Aviv,contoso.local,IL
Barbara Bermudez,TRUE,BarbaraB,BarbaraB@contoso.local,,"CN=Users,DC=contoso,DC=local",Barbara,Bermudez,Occupational health and safety inspector,Tel Aviv,contoso.local,IL
Stephen McDevitt,TRUE,StephenM,StephenM@contoso.local,,"CN=Users,DC=contoso,DC=local",Stephen,McDevitt,Athlete,Tel Aviv,contoso.local,IL
Kevin Fisher,TRUE,KevinF,KevinF@contoso.local,,"CN=Users,DC=contoso,DC=local",Kevin,Fisher,Management accountant,Tel Aviv,contoso.local,IL
William Slaton,TRUE,WilliamS,WilliamS@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Slaton,Musician,Tel Aviv,contoso.local,IL
Brittany Perkins,TRUE,BrittanyP,BrittanyP@contoso.local,,"CN=Users,DC=contoso,DC=local",Brittany,Perkins,Surgeons,Tel Aviv,contoso.local,IL
Edward Churchill,TRUE,EdwardC,EdwardC@contoso.local,,"CN=Users,DC=contoso,DC=local",Edward,Churchill,Dispensing optician,Tel Aviv,contoso.local,IL
Ernie Huneycutt,TRUE,ErnieH,ErnieH@contoso.local,,"CN=Users,DC=contoso,DC=local",Ernie,Huneycutt,Card punching machine operator,Tel Aviv,contoso.local,IL
Scott Saltzman,TRUE,ScottS,ScottS@contoso.local,,"CN=Users,DC=contoso,DC=local",Scott,Saltzman,Process pipeline drafter,Tel Aviv,contoso.local,IL
Harriet Railey,TRUE,HarrietR,HarrietR@contoso.local,,"CN=Users,DC=contoso,DC=local",Harriet,Railey,Procurement technician,Tel Aviv,contoso.local,IL
Gary Scott,TRUE,GaryS,GaryS@contoso.local,,"CN=Users,DC=contoso,DC=local",Gary,Scott,Nurse educator,Tel Aviv,contoso.local,IL
Lawanda Fernandez,TRUE,LawandaF,LawandaF@contoso.local,,"CN=Users,DC=contoso,DC=local",Lawanda,Fernandez,Apartment manager,Tel Aviv,contoso.local,IL
Michael Slezak,TRUE,MichaelS,MichaelS@contoso.local,,"CN=Users,DC=contoso,DC=local",Michael,Slezak,Mineralogist,Tel Aviv,contoso.local,IL
Marshall Gettys,TRUE,MarshallG,MarshallG@contoso.local,,"CN=Users,DC=contoso,DC=local",Marshall,Gettys,Interviewer,Tel Aviv,contoso.local,IL
Jerry Rodriguez,TRUE,JerryR,JerryR@contoso.local,,"CN=Users,DC=contoso,DC=local",Jerry,Rodriguez,Biometrician,Tel Aviv,contoso.local,IL
Peter Witt,TRUE,PeterW,PeterW@contoso.local,,"CN=Users,DC=contoso,DC=local",Peter,Witt,X-ray technician,Tel Aviv,contoso.local,IL
Linda Schmidt,TRUE,LindaS,LindaS@contoso.local,,"CN=Users,DC=contoso,DC=local",Linda,Schmidt,Outdoor power equipment mechanic,Tel Aviv,contoso.local,IL
Jacqueline Simms,TRUE,JacquelineS,JacquelineS@contoso.local,,"CN=Users,DC=contoso,DC=local",Jacqueline,Simms,Occupational therapist aide,Tel Aviv,contoso.local,IL
Bernard Kivi,TRUE,BernardK,BernardK@contoso.local,,"CN=Users,DC=contoso,DC=local",Bernard,Kivi,Quality control technician,Tel Aviv,contoso.local,IL
Jonathan Peterson,TRUE,JonathanP,JonathanP@contoso.local,,"CN=Users,DC=contoso,DC=local",Jonathan,Peterson,Camera repairer,Tel Aviv,contoso.local,IL
John Balch,TRUE,JohnB,JohnB@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Balch,Maxillofacial radiologist,Tel Aviv,contoso.local,IL
Jennifer Olvera,TRUE,JenniferO,JenniferO@contoso.local,,"CN=Users,DC=contoso,DC=local",Jennifer,Olvera,Regional geographer,Tel Aviv,contoso.local,IL
Gregory Draper,TRUE,GregoryD,GregoryD@contoso.local,,"CN=Users,DC=contoso,DC=local",Gregory,Draper,Switchboard operator,Tel Aviv,contoso.local,IL
Joe Barnes,TRUE,JoeB,JoeB@contoso.local,,"CN=Users,DC=contoso,DC=local",Joe,Barnes,Fund manager,Tel Aviv,contoso.local,IL
Maria Carroll,TRUE,MariaC,MariaC@contoso.local,,"CN=Users,DC=contoso,DC=local",Maria,Carroll,Steadicam operator,Tel Aviv,contoso.local,IL
Alan Cannella,TRUE,AlanC,AlanC@contoso.local,,"CN=Users,DC=contoso,DC=local",Alan,Cannella,Otorhinolaryngology nurse,Tel Aviv,contoso.local,IL
Claudine Green,TRUE,ClaudineG,ClaudineG@contoso.local,,"CN=Users,DC=contoso,DC=local",Claudine,Green,Video editor,Tel Aviv,contoso.local,IL
James Church,TRUE,JamesC,JamesC@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Church,Encoding clerk,Tel Aviv,contoso.local,IL
Scotty Gutierrez,TRUE,ScottyG,ScottyG@contoso.local,,"CN=Users,DC=contoso,DC=local",Scotty,Gutierrez,Construction job cost estimator,Tel Aviv,contoso.local,IL
Bobby Kellogg,TRUE,BobbyK,BobbyK@contoso.local,,"CN=Users,DC=contoso,DC=local",Bobby,Kellogg,Ballet master,Tel Aviv,contoso.local,IL
Joshua McKay,TRUE,JoshuaM,JoshuaM@contoso.local,,"CN=Users,DC=contoso,DC=local",Joshua,McKay,Animal control officer,Tel Aviv,contoso.local,IL
Ryan Lloyd,TRUE,RyanL,RyanL@contoso.local,,"CN=Users,DC=contoso,DC=local",Ryan,Lloyd,Electrotyper,Tel Aviv,contoso.local,IL
Hazel Krol,TRUE,HazelK,HazelK@contoso.local,,"CN=Users,DC=contoso,DC=local",Hazel,Krol,Allergist,Tel Aviv,contoso.local,IL
Kristen Meredith,TRUE,KristenM,KristenM@contoso.local,,"CN=Users,DC=contoso,DC=local",Kristen,Meredith,Foot specialist,Tel Aviv,contoso.local,IL
Derrick Garner,TRUE,DerrickG,DerrickG@contoso.local,,"CN=Users,DC=contoso,DC=local",Derrick,Garner,Geologist,Tel Aviv,contoso.local,IL
Joshua Ranallo,TRUE,JoshuaR,JoshuaR@contoso.local,,"CN=Users,DC=contoso,DC=local",Joshua,Ranallo,Position classifier,Tel Aviv,contoso.local,IL
Janice Stafford,TRUE,JaniceS,JaniceS@contoso.local,,"CN=Users,DC=contoso,DC=local",Janice,Stafford,Certified pest control applicator,Tel Aviv,contoso.local,IL
Michael Greene,TRUE,MichaelG,MichaelG@contoso.local,,"CN=Users,DC=contoso,DC=local",Michael,Greene,Sampler,Tel Aviv,contoso.local,IL
Jeff Anderson,TRUE,JeffA,JeffA@contoso.local,,"CN=Users,DC=contoso,DC=local",Jeff,Anderson,Photographic equipment repairer,Tel Aviv,contoso.local,IL
Sandra Kohlmeier,TRUE,SandraK,SandraK@contoso.local,,"CN=Users,DC=contoso,DC=local",Sandra,Kohlmeier,Airport terminal controller,Tel Aviv,contoso.local,IL
Ruth Hills,TRUE,RuthH,RuthH@contoso.local,,"CN=Users,DC=contoso,DC=local",Ruth,Hills,Pedicurist,Tel Aviv,contoso.local,IL
Charles Dorman,TRUE,CharlesD,CharlesD@contoso.local,,"CN=Users,DC=contoso,DC=local",Charles,Dorman,Tour guide,Tel Aviv,contoso.local,IL
Ettie McLean,TRUE,EttieM,EttieM@contoso.local,,"CN=Users,DC=contoso,DC=local",Ettie,McLean,Cementing and gluing machine tender,Tel Aviv,contoso.local,IL
